5,-25,0,2
4.96057,-25,-0.626666,2
4.64888,25,-1.84062,2
4.64888,-25,-1.84062,2
4.38153,25,-2.40877,2
4.04508,25,-2.93893,2
4.04508,-25,-2.93893,2
3.64484,-25,-3.42274,2
2.67913,25,-4.22164,2
2.67913,-25,-4.22164,2
2.1289,-25,-4.52414,2
0.936907,25,-4.91144,2
0.313953,-25,-4.99013,2
-0.313953,25,-4.99013,2
-0.936907,25,-4.91144,2
-0.936907,-25,-4.91144,2
-1.54508,-25,-4.75528,2
-2.1289,-25,-4.52414,2
-2.67913,-25,-4.22164,2
-3.18712,25,-3.85257,2
-3.18712,-25,-3.85257,2
-3.64484,25,-3.42274,2
-4.04508,25,-2.93893,2
-4.38153,25,-2.40877,2
-4.64888,25,-1.84062,2
-4.96057,25,-0.626666,2
-4.96057,-25,-0.626666,2
-5,25,0,2
-5,-25,0,2
-4.96057,-25,0.626666,2
-4.84292,25,1.24345,2
-4.84292,-25,1.24345,2
-4.64888,-25,1.84062,2
-4.38153,25,2.40877,2
-4.04508,25,2.93893,2
-3.64484,-25,3.42274,2
-3.18712,25,3.85257,2
-2.67913,25,4.22164,2
-2.67913,-25,4.22164,2
-2.1289,25,4.52414,2
-0.936907,25,4.91144,2
0.313953,25,4.99013,2
0.936907,25,4.91144,2
0.936907,-25,4.91144,2
1.54508,25,4.75528,2
1.54508,-25,4.75528,2
3.18712,25,3.85257,2
3.18712,-25,3.85257,2
3.64484,-25,3.42274,2
4.04508,25,2.93893,2
4.38153,25,2.40877,2
4.84292,-25,1.24345,2
4.96057,-25,0.626666,2
5,25,0,2
4.96057,25,-0.626666,2
4.84292,25,-1.24345,2
3.64484,25,-3.42274,2
3.18712,25,-3.85257,2
2.1289,25,-4.52414,2
1.54508,25,-4.75528,2
0.313953,25,-4.99013,2
-1.54508,25,-4.75528,2
-2.1289,25,-4.52414,2
-2.67913,25,-4.22164,2
-4.84292,25,-1.24345,2
-4.96057,25,0.626666,2
-4.64888,25,1.84062,2
-3.64484,25,3.42274,2
-1.54508,25,4.75528,2
-0.313953,25,4.99013,2
2.1289,25,4.52414,2
2.67913,25,4.22164,2
3.64484,25,3.42274,2
4.64888,25,1.84062,2
4.84292,25,1.24345,2
4.96057,25,0.626666,2
4.64888,-25,1.84062,2
4.38153,-25,2.40877,2
4.04508,-25,2.93893,2
2.67913,-25,4.22164,2
2.1289,-25,4.52414,2
0.313953,-25,4.99013,2
-0.313953,-25,4.99013,2
-0.936907,-25,4.91144,2
-1.54508,-25,4.75528,2
-2.1289,-25,4.52414,2
-3.18712,-25,3.85257,2
-4.04508,-25,2.93893,2
-4.38153,-25,2.40877,2
-4.84292,-25,-1.24345,2
-4.64888,-25,-1.84062,2
-4.38153,-25,-2.40877,2
-4.04508,-25,-2.93893,2
-3.64484,-25,-3.42274,2
-0.313953,-25,-4.99013,2
0.936907,-25,-4.91144,2
1.54508,-25,-4.75528,2
3.18712,-25,-3.85257,2
4.38153,-25,-2.40877,2
4.84292,-25,-1.24345,2
5,0,0,2
4.980285,-25,-0.313333,2
4.96057,0,-0.626666,2
4.980285,25,-0.313333,2
4.901745,-25,-0.935058,2
4.84292,0,-1.24345,2
4.901745,25,-0.935058,2
4.7459,-25,-1.542035,2
4.64888,0,-1.84062,2
4.7459,25,-1.542035,2
4.515205,-25,-2.124695,2
4.38153,0,-2.40877,2
4.515205,25,-2.124695,2
4.213305,-25,-2.67385,2
4.04508,0,-2.93893,2
4.213305,25,-2.67385,2
3.84496,-25,-3.180835,2
3.64484,0,-3.42274,2
3.84496,25,-3.180835,2
3.41598,-25,-3.637655,2
3.18712,0,-3.85257,2
3.41598,25,-3.637655,2
2.933125,-25,-4.037105,2
2.67913,0,-4.22164,2
2.933125,25,-4.037105,2
2.404015,-25,-4.37289,2
2.1289,0,-4.52414,2
2.404015,25,-4.37289,2
1.83699,-25,-4.63971,2
1.54508,0,-4.75528,2
1.83699,25,-4.63971,2
1.240994,-25,-4.83336,2
0.936907,0,-4.91144,2
1.240994,25,-4.83336,2
0.62543,-25,-4.950785,2
0.313953,0,-4.99013,2
0.62543,25,-4.950785,2
0,-25,-4.99013,2
-0.313953,0,-4.99013,2
0,25,-4.99013,2
-0.62543,-25,-4.950785,2
-0.936907,0,-4.91144,2
-0.62543,25,-4.950785,2
-1.240994,-25,-4.83336,2
-1.54508,0,-4.75528,2
-1.240994,25,-4.83336,2
-1.83699,-25,-4.63971,2
-2.1289,0,-4.52414,2
-1.83699,25,-4.63971,2
-2.404015,-25,-4.37289,2
-2.67913,0,-4.22164,2
-2.404015,25,-4.37289,2
-2.933125,-25,-4.037105,2
-3.18712,0,-3.85257,2
-2.933125,25,-4.037105,2
-3.41598,-25,-3.637655,2
-3.64484,0,-3.42274,2
-3.41598,25,-3.637655,2
-3.84496,-25,-3.180835,2
-4.04508,0,-2.93893,2
-3.84496,25,-3.180835,2
-4.213305,-25,-2.67385,2
-4.38153,0,-2.40877,2
-4.213305,25,-2.67385,2
-4.515205,-25,-2.124695,2
-4.64888,0,-1.84062,2
-4.515205,25,-2.124695,2
-4.7459,-25,-1.542035,2
-4.84292,0,-1.24345,2
-4.7459,25,-1.542035,2
-4.901745,-25,-0.935058,2
-4.96057,0,-0.626666,2
-4.901745,25,-0.935058,2
-4.980285,-25,-0.313333,2
-5,0,0,2
-4.980285,25,-0.313333,2
-4.980285,-25,0.313333,2
-4.96057,0,0.626666,2
-4.980285,25,0.313333,2
-4.901745,-25,0.935058,2
-4.84292,0,1.24345,2
-4.901745,25,0.935058,2
-4.7459,-25,1.542035,2
-4.64888,0,1.84062,2
-4.7459,25,1.542035,2
-4.515205,-25,2.124695,2
-4.38153,0,2.40877,2
-4.515205,25,2.124695,2
-4.213305,-25,2.67385,2
